order,pokemon,drafted_by,cost,run_id,was_egg
1,Wingull,Pavan,2900,2026_02_09_r1,
2,Yamper,Paddy,2300,2026_02_09_r1,
3,Electrike,Primo,3000,2026_02_09_r1,
4,Beldum,Eli,3400,2026_02_09_r1,
5,Clobbopus,Paddy,2300,2026_02_09_r1,
6,Hawlucha,Primo,2400,2026_02_09_r1,
7,Smoliv,Paddy,3400,2026_02_09_r1,
8,Miltank,Pavan,2700,2026_02_09_r1,
9,Gothita,Jackson,2200,2026_02_09_r1,
10,Zubat,Eli,2400,2026_02_09_r1,
11,Bombirdier,Eli,2500,2026_02_09_r1,
12,Voltorb,Eli,2500,2026_02_09_r1,
13,Hatenna,Paddy,1900,2026_02_09_r1,
14,Poliwag,Paddy,2600,2026_02_09_r1,
15,Snorunt,Primo,2100,2026_02_09_r1,
16,Meditite,Eli,2000,2026_02_09_r1,
17,Zorua,Primo,2300,2026_02_09_r1,
18,Spritzee,Jackson,2600,2026_02_09_r1,
19,Starly,Jackson,2100,2026_02_09_r1,
20,Gastly,Paddy,2700,2026_02_09_r1,
21,Teddiursa,Primo,2100,2026_02_09_r1,
22,Fletchling,Pavan,2000,2026_02_09_r1,
23,Snubbull,Paddy,2000,2026_02_09_r1,
24,Swirlix,Pavan,1800,2026_02_09_r1,
25,Poochyena,Jackson,2300,2026_02_09_r1,
26,Drilbur,Pavan,3000,2026_02_09_r1,
27,Phantump,Jackson,3500,2026_02_09_r1,
28,Buizel,Paddy,2700,2026_02_09_r1,
29,Magnemite,Austin,3000,2026_02_09_r1,
30,Oddish,Pavan,2200,2026_02_09_r1,
31,Scatterbug,Austin,1900,2026_02_09_r1,
32,Bunnelby,Pavan,2500,2026_02_09_r1,
33,Sneasel,Austin,2300,2026_02_09_r1,
34,Swinub,Eli,3000,2026_02_09_r1,
35,Fennekin,Jackson,3100,2026_02_09_r1,
36,Mime Jr,Austin,3000,2026_02_09_r1,1
37,Rowlet,Primo,2700,2026_02_09_r1,
38,Turtwig,Austin,3200,2026_02_09_r1,
39,Stufful,Primo,1600,2026_02_09_r1,
40,Croagunk,Jackson,1900,2026_02_09_r1,
41,Slakoth,Primo,1100,2026_02_09_r1,
42,Staryu,Primo,2700,2026_02_09_r1,
43,Munchlax,Austin,3000,2026_02_09_r1,1
44,Ralts,Eli,4200,2026_02_09_r1,
45,Archen,Pavan,2900,2026_02_09_r1,
46,Shuppet,Jackson,1300,2026_02_09_r1,
47,Feebas,Austin,1100,2026_02_09_r1,
48,Noibat,Austin,2500,2026_02_09_r1,
